id_left	string_left
2493378	The last time the S&P had a larger one-day point loss was also May 19, when it gave back 23.53 to close at 920.77.
645180	I was going to the court believing I could do this, only if I played my best tennis.
1140025	"""""""A promotional poster, complete with countdown dial, reminds readers of the upcoming release of """"""""Harry Potter and the Order of the Phoenix."""""""""""""""
1953409	Texans saddled with skyrocketing homeowners premiums might finally be getting relief.
869241	The tech-laced Nasdaq Composite Index gained 2.90 points, or 0.18 percent, to 1,606.87.
633875	The tech-heavy Nasdaq composite index shot up 5.7 percent for the week.
3190211	Lowe's, with about half as many stores, reported a 33 percent increase in third-quarter profit behind a 12 percent jump in same-store sales.
1643243	Blair's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action.
3058482	Part of the accord was the implementation of a special health council that would monitor health spending and progress in reforming the health system.
3384269	Delta personnel at Atlanta's Hartsfield-Jackson International Airport scrambled all day to find alternate flights including seats on other airlines for passengers.
713992	Three undocumented immigrants were found dead inside a railroad hopper car Tuesday, two days after fellow immigrants escaped the sweltering car and left behind their weakened companions.
2425362	A company spokeswoman declined to say how much Qwest receives in annual revenue from government contracts.
1201425	For the week ended June 15, a total of 28.2 million DVDs were rented in the United States, compared with 27.3 million VHS cassettes.
222535	Genentech Inc., the world's second-biggest biotechnology company, and Xoma Ltd. said their Rapitva drug failed to help patients with rheumatoid arthritis in a study.
1039162	PeopleSoft will commit $863 million in cash and issue 52.6 million new shares, the companies said.
3436639	"""""""Halliburton on Tuesday reiterated its contention that KBR had """"""""delivered fuel to Iraq at the best value, the best price and the best terms""""""""."""""""
1124284	He had been arrested twice before for trespassing and barred from the complex - home to his mother and two children.
1479538	The technology-laced Nasdaq Composite Index <.IXIC> rose 17.26 points, or 1.06 percent, to 1,640.06, based on the latest data.
2858180	Shares ended Wednesday at $6.83, up 2 cents.
1044270	"""""""""""""""As a professional,"""""""" he added, """"""""I think I'd like to be thought of as a good storyteller."""""""
1151084	Federal prosecutors, the Securities and Exchange Commission, and the mortgage company's regulator launched investigations into Freddie Mac's shake-up.
2885844	Forecasters predict the storm will reach Earth at 3 p.m. eastern time Friday and could last up to 18 hours.
3014157	Yet another big fight has been over a White House proposal to privatize air-traffic control at major airports.
787889	The initial report was made to Modesto Police December 28.
512322	"""""""""""""""If you pass this bill, Big Brother will be watching you,"""""""" said Rep. John Mabry, D-Waco."""""""
867716	Officers threw him to the ground and handcuffed him, and Reyna dropped a knee into his back, according to testimony.
618359	Buoyed by some of the advice imparted by Nicklaus, Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry.
126662	Jack Ferry, company spokesman, said a search is ongoing but would not comment on the status.
1908352	After a seven-day trial last year, Thompson found the monument to be an unconstitutional endorsement of religion by the state.
1785196	They reported symptoms of fever, headache, rash and muscle aches.
2173826	Today, he will find out whether he is still in the running to buy back the U.S. entertainment business of troubled Vivendi Universal SA.
2375776	The victims were not identified, although authorities said at least one of the bodies had been there about a year.
269089	"""""""Ahold Chairman Henny de Ruiter offered shareholders at the meeting his """"""""sincere apologies"""""""" for the scandal."""""""
2537987	Retailers J.C. Penney Co. Inc.JCP.N and Walgreen Co.WAG.N kick things off early in the week.
2980690	Defense lawyers had objected in pretrial hearings to the videotape and the photo, saying they were too unclear to identify Muhammad.
1027143	"""""""""""""""I have lots of bad dreams, I have flashbacks, I have lots of anger."""""""
130265	The Nasdaq Composite Index rose 19.67, or 1.3 percent, to 1523.71, its highest since June 18.
261718	"""""""The American decision provoked an angry reaction from the European Commission, which described the move as """"""""legally unwarranted, economically unfounded and politically unhelpful""""""""."""""""
2776609	The petition alleges that Huletts unfair sales have damaged the U.S. industry, sending market prices below sustainable levels.
261957	Australia,Chile, Colombia, El Salvador, Honduras, Mexico, New Zealand, Peru and Uruguay will also support the challenge.
925534	Gateway will release new Profile 4 systems with the new Intel technology on Wednesday.
1478533	"""""""The government and private technology experts warned Wednesday that hackers plan to attack thousands of Web sites on Sunday in a loosely coordinated """"""""contest"""""""" that could disrupt Internet traffic."""""""
725698	Mrs. Clinton said she was incredulous that he would endanger their marriage and family.
2484347	Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft.
1607342	Schroeder cancelled his Italian holiday after Stefani refused to apologise for the slurs, which came after Berlusconi compared a German politician to a Nazi concentration camp guard.
243700	Tony winners will be announced June 8 at the Radio City Music Hall in New York.
1240372	"""""""Revenues for """"""""The Hulk"""""""" came in well below those of last month's Marvel Comics adaptation, """"""""X2: X-Men United,"""""""" which grossed $85.6 million in its opening weekend."""""""
1983012	Tony-award winning dancer and actor Gregory Hines died of cancer Saturday in Los Angeles.
1088209	In April, it had forecast operating earnings in the range of 60 to 80 cents a share.
1703443	Hampton Township is a few miles northeast of Bay City, about 100 miles away.
941626	And his justification for the bombing was that while it caused short-term material damage, it was for the long-term moral good of Bali.
3085927	It indicates, Robert said, “that terrorists really don’t care who they attack.
2746528	The Supreme Court long ago held that students could not be compelled to join in the pledge.
1140029	"""""""Kids, adults, booksellers and postal workers all are preparing for """"""""Harry Potter and the Order of the Phoenix."""""""""""""""
1787122	Colgate shares closed Monday at $56.30 on the New York Stock Exchange.
3450953	Iraq's nuclear program had been dismantled and there was no convincing evidence it was being revived, the report said.
2902707	Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ($A11.9 billion) acquisition spree over the past three years inflated costs.
1813375	"""""""""""""""These foods have an almost identical effect on lowering cholesterol as the original cholesterol-lowering drugs."""""""""""""""
2971556	"""""""""""""""I felt that if I disagreed with Rosie too much I would lose my job,"""""""" she said."""""""
3119302	"""""""State Supreme Court Justice Ira Gammerman said in court this morning, """"""""It was an ill-conceived lawsuit."""""""""""""""
981815	The former president also gave numerous speeches in 2002 without compensation, said his spokesman Jim Kennedy.
1496052	Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.
572164	Kaichen appeared Wednesday in federal court on two bank robbery charges.
2713980	The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.
959616	As a result, 24 players broke par in the first round.
1912529	Magner, who is 54 and known as Marge, has been the consumer group's chief operating officer since April 2002, and sits on Citigroup's management committee.
633744	The Nasdaq composite index advanced 20.59, or 1.3 percent, to 1,616.50, after gaining 5.7 percent last week.
3313165	Closed sessions are routinely held at the United Nations tribunal that deals with Balkan war crimes, but usually to protect witnesses's safety.
2122040	"""""""Although it's unclear whether Sobig was to blame, The New York Times also asked employees at its headquarters yesterday to shut down their computers because of """"""""system difficulties."""""""""""""""
3385867	The incubation period in cattle is four to five years, said Stephen Sundlof of the U.S. Food and Drug Administration.
1657140	His band in the early 1930's included the pianist Teddy Wilson, the saxophonist Chu Berry, the trombonist J. C. Higginbotham and the drummer Sid Catlett.
318215	"""""""We feel so strongly about this issue that we are suspending sales and distribution of SCOLinux until these issues are resolved,"""""""" Sontag said."""""""
2473394	Aiken's study appears in the Sept. 24 issue of the Journal of the American Medical Association.
1258288	Slightly more than half of the profit shortfall results from a sales slump, with weakness spread across the company's various geographic and end markets.
742244	Iran has yet to sign an additional protocol to the NPT treaty which would allow U.N. inspections at short notice.
3085148	"""""""They came despite what BA called a """"""""difficult quarter"""""""", which it said included unofficial industrial action at Heathrow."""""""
432116	In addition, the Justice Department said that the FBI has conducted ''fewer than 10'' investigations involving visits to mosques.
539350	He refused to reveal what percentage of flights carried sky marshals, or whether they would be increased.
2160920	"""""""Dean told reporters traveling on his 10-city """"""""Sleepless Summer"""""""" tour that he considered campaigning in Texas a challenge."""""""
2442948	The victim, whose name was not released, underwent surgery at the hospital.
1518074	Those conversations had not taken place as of Tuesday night, according to an Oracle spokeswoman.
1284177	Other features include FileVault, which secures the contents of a home directory with 128-bit AES encryption on the fly.
1591389	An arrest warrant claimed Bryant assaulted the woman June 30 at a hotel.
600786	Investigators uncovered a 4-inch bone fragment from beneath the concrete slab Thursday, but it turned out to be an animal bone, authorities said.
1245561	After Saddam's regime crumbled in early April, it had to wait for legal hurdles to be crossed before sales could resume.
2734483	The number of extremely obese adults -- those who are at least 100 pounds overweight -- has quadrupled since the 1980s to about 4 million.
3289732	The research firm earlier had forecast an increase of 4.9 percent.
3306149	Investigators used a jackhammer and hand tools to conduct the search but halted work for several hours while waiting for the anthropologist to arrive from Indianapolis.
1318034	Stripping out the extraordinary items, fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year.
3354775	The company will be able to start recording profits from HPS immediately, Perot Systems spokeswoman Mindy Brown said.
1111786	White House officials also deleted a reference to a 1999 study showing that global temperatures had risen sharply in the previous decade compared with the last 1,000 years.
806505	The leading actress nod went to energetic newcomer Marissa Jaret Winokur as Edna's daughter Tracy.
1479862	In January 2000, notebooks represented less than 25 percent of sales volume.
2071990	Federal and local officials, including Bush, saw no apparent sign of terrorism.
1970415	U.N. inspectors later said the documents were old and irrelevant -- some administrative material, some from a failed and well-known uranium-enrichment program of the 1980s.
2928566	Griffith, a Mount Airy native, now lives on the North Carolina coast in Manteo.
1239932	A divided Supreme Court ruled Monday that Congress can force the nation's public libraries to equip computers with anti-pornography filters.
1092090	It will also delay the retirement of Mr Wightwick, 62, who agreed to stay on until the deal was completed and Buhrmann bedded down in PaperlinX.
1240213	OS ANGELES - ''The Hulk'' was a monster at the box office in its debut weekend, taking in a June opening record of $62.6 million.
2720187	Their leader, Abu Bakr al-Azdi, turned himself in in June; his deputy was killed in a recent shootout with Saudi forces.
3259695	Several current and former ferry officers have said the rules were routinely ignored and seldom enforced.
1657875	"""""""""""""""Further testing is still under way, but at this stage, given the early detection, the outlook in such instances would be positive,"""""""" the specialist said yesterday."""""""
1563816	It will also help reform the Royal Solomon Islands Police, strengthen the courts and prisons system and protect key institutions such as the Finance Ministry from intimidation.
99378	The Bishop of Armidale, Peter Brain, was forthright.
692176	Heavy weekend rain and runoff from heavy snowmelt sent a mountain creek on a rampage, washing out a culvert and opening the sinkhole in I-70 east of Vail.
654702	Spinal Concepts, launched in 1996, makes orthopedic medical devices used during spinal fusion surgical procedures.
2725718	The spacecraft is scheduled to blast off as early as tomorrow or as late as Friday from the Jiuquan launching site in the Gobi Desert.
240075	State Republican Chairman Kris Warner said the GOP would not shy away from referring to Wise's problems in the 2004 gubernatorial campaign.
427005	"""""""The others were given copies of """"""""Dr. Atkins' New Diet Revolution"""""""" and told to follow it."""""""
2124302	Druce is still being held at the prison and is now in isolation, she said.
229259	NBC also announced it has struck a deal to keep ER on the air for three more seasons.
1171535	Also weighing on the market was news that General Motors GM.N planned to issue $10 billion in debt, in part to plug a hole in its pension plan.
1201093	In court, she briefly waved to courtroom sketch artists seated in the jury box and quietly made notes in a spiral-bound notebook.
545928	On Sunday, a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded.
3128200	The new research will be published soon in the Proceedings of the National Academy of Sciences.
1554315	"""""""""""""""These allegations are completely out of character of the Kobe Bryant we know,"""""""" the statement read."""""""
1196117	Jackson's visit came after a relatively peaceful night in Benton Harbor, which sits in southwestern Michigan about 100 miles northeast of Chicago.
842171	The attacks came as Mr Sharon faced down the hardline central committee of his Likud party in Jerusalem.
246576	The third appointment was to a new job, executive vice president and chief staff officer.
1629901	The hearing occurred a day after the Pentagon for the first time singled out an officer, Dallager, for not addressing the scandal.
2588886	SARS went on to claim the lives of 44 people in the Toronto area, including two nurses and a doctor.
769049	The World Health Organization — another Lilly partner, along with the Centers for Disease Control and Prevention and Purdue University — has declared TB a global emergency.
1924883	Five Jordanian embassy staff were wounded but were in stable condition.
1550877	This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence.
1977046	U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions.
644153	"""""""""""""""The case has been ready to go for some time,"""""""" said FBI Special Agent Craig Dahle in Birmingham."""""""
173736	"""""""""""""""One can say that the euro at the moment is about at the level which better reflects the fundamentals,"""""""" he said."""""""
209859	Thats why the Americans with all their technology cant find him.
2158247	U.S. District Judge William Steele set a hearing tomorrow on the lawsuit.
1459781	Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday.
2905479	"""""""We're electing a president of the United States, not a staff."""""""""""""""
3447773	The router will be available in the first quarter of 2004 and will cost around $200, the company said.
2527795	The nation's median household income, adjusted for inflation, declined 1.1 percent, to $42,409 in 2002, the Census Bureau reported Friday.
1348907	The picture changes a bit should Sen. Hillary Rodham Clinton be the Democratic presidential candidate.
703823	Bremer said one initiative is to launch a $70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.
1075005	Her lawyers filed a lawsuit against the Dallas County district attorney, Henry Wade, challenging Texas's abortion laws.
1948542	Police said the suspected Marriott suicide bomber was Asmar Latin Sani, 28, from the island of Sumatra.
1849873	Both were a few metres apart, Mr Laczynski pressing against the metal fence dividing court officials from the crowd.
986840	"""""""The European Union was due Monday to demand Iran accept """"""""urgently and unconditionally"""""""" tougher nuclear inspections and to link compliance with a pending trade deal."""""""
3230905	Advances in AIDS treatments in recent years, some experts are saying, could be undermining efforts to promote safe sex.
2906716	Viles' body was discovered four hours later after he failed to respond to a call to return to his housing unit.
2768372	Every Thursday, a grains management committee meets in the Commission's agriculture directorate to decide the outcome of a weekly export tender.
2891359	About 1,500 firefighters here and north of the neighboring city of Rancho Cucamonga battled flames with helicopters, air tankers and bulldozers.
131134	Once seated, the anonymous jurors will be driven back and forth to court in vans with tinted windows to protect their identities.
1051279	She was taken by ambulance to Charing Cross Hospital in Hammersmith.
212622	Pappas said he wouldn't hesitate about asking Graham to substitute.
629297	"""""""""""""""There is no doubt about the chemical programme, biological programme, indeed nuclear programme, indeed all that was documented by the UN,"""""""" he said."""""""
3377001	He said the attackers left behind leaflets urging staff at the Ishtar Sheraton to stop working at the hotel and demanding U.S. forces leave Iraq.
1720973	Deirdre Hisler, Government Canyon's manager, said the state has long had its eye on this piece of property and is eager to complete the deal to obtain it.
2989427	With the Expose feature, all open windows shrink to fit on the screen but are still clear enough to identify.
1496938	He faces a maximum sentence of 59 to 87 years in prison if convicted.
388576	Elan would receive an additional $25 million in January if Skelaxin retains patent exclusivity, and get a cut of sales on a sliding scale through 2021.
562108	Still, he noted Miami must decide whether to seek ACC membership for the next school year by June 30 to adhere to Big East guidelines.
1223198	Police today charged three men, one aged 28 and two aged 26, with attempted murder, torture, rape, assault occasioning bodily harm, armed robbery and burglary.
2208440	The new policy gives greatest weight to grades, test scores and a student's high school curriculum.
3021619	McGill also detailed the hole that had been cut in the Caprice's trunk.
36547	ImClone Systems Inc. and OSI Pharmaceuticals Inc. are developing similar medications, designed to target tumor cells while sparing healthy ones.
345699	Shares in EDS closed on Thursday at $18.51, a gain of 6 cents.
1010013	Jirsa is being introduced as Marshall head coach today at a noon news conference in the Bob Hartley/Big Green Room of Cam Henderson Center, The Herald-Dispatch learned.
2493925	Richard Grasso quit as chairman last week after losing the support of his board amid public furor over his $140 million pay package.
1661881	Police Chief Superintendent Jesus Verzosa, who heads the national police intelligence group that had custody of Ghozi, has offered to resign, according to Ebdane.
1879236	Powerful Mistral winds were fanning the flames, which have destroyed more than 8,000 hectares (20,000 acres) of pinewood since the blazes started Monday afternoon.
2467992	And as more than 100 people on death rows have been exonerated, other states have abridged or considered abridging the use of the death penalty.
3014177	The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is embarrassing the party.
467296	Numan was the Baath Party's regional command chairman responsible for west Baghdad.
1567595	Instead, prosecutors dismissed charges and Rucker left the courtroom a free man.
1243432	LLEYTON Hewitt yesterday traded his tennis racquet for his first sporting passion - Australian football - as the world champion relaxed before his Wimbledon title defence.
2370245	Microsoft says customers can install applications and software on their handset wirelessly or from a PC via USB connection.
3331545	Shares of Schering-Plough were off 2 cents at $16.78 near midday on the New York Stock Exchange.
1929176	The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi.
599678	"""""""""""""""The issue has been resolved,"""""""" Marlins President David Samson said through a club spokesman."""""""
745950	The broader Standard & Poor's 500 Index .SPX was down 0.04 points, or 0 percent, at 971.52.
1737548	"""""""""""""""I don't see the urgency of this, and I am not going to grant this request."""""""""""""""
2095818	"""""""In its statement, the bank said it believed """"""""the long-term prospects for the energy sector in the United Kingdom remain attractive."""""""""""""""
2484044	The tour plans to make stops in 103 cities before rallying in Washington on Oct. 1-2, and in New York City on Oct. 3-4.
1604217	"""""""""""""""City-grown pollution, and ozone in particular, is tougher on country trees,"""""""" says Cornell University ecologist Jillian Gregg."""""""
3438458	Elecia Battle, of Cleveland, told police she dropped her purse as she left the Quick Shop Food Mart last week after buying the ticket.
1439347	When fully operational, the facility is expected to employ up to 1,000 people.
399170	The Senate agreed Tuesday to lift a 10-year-old ban on the research and development of low-yield nuclear weapons.
1958452	Shares of McDonald's rose $1.83, or 8.3 percent, to close at the day's high of $23.89.
2178827	The girls and three of the cadets were cited for underage drinking.
1280917	Oracle Corp's Chairman and CEO Larry Ellison didn't rule out sweetening the company's unsolicited offer to acquire rival PeopleSoft Inc.
3001423	Former Indiana Rep. Frank McCloskey, 64, died Sunday in Bloomington after a battle with bladder cancer.
1146295	The bill also requires the FCC to hold at least five public hearings before voting on future ownership changes.
2414342	State government sources said Travis' move was a direct result of the controversy over the Boudin parole decision.
173779	The Nikkei average closed up 1.5 percent at 8,152.16, a one-month high.
1114165	According to the Census Bureau, the Hispanic population increased by 9.8 percent from the April 2000 census figures.
2337960	The company said it would cut the wholesale price of most top-line CDs to $9.09 from $12.02.
237239	The plane was estimated to be within 100 pounds of its maximum takeoff weight.
663480	The House has passed prescription-drug legislation in the last two sessions, but the Senate has failed to do so.
460144	He failed a field sobriety test and a blood-alcohol test produced a reading of 0.18 -- well above Tennessee's level of presumed intoxication of 0.10, police said.
1809293	TI further said that, as a result of the license agreement, it will not change its prices for OMAP devices.
859489	Perkins will travel to Lawrence today and meet with Kansas Chancellor Robert Hemenway.
3131671	Continuing the record-setting pace of recent years, personal bankruptcies rose 7.8 percent in the 12 months ending Sept. 30, the Administrative Office of the U.S. Courts said Friday.
210694	Three Southern politicians who ``stood up to ancient hatreds'' were honored Monday with Profile in Courage Awards from the John F. Kennedy Library and Museum.
347483	Enstrom and Kabat focused their work on 35,561 people who had never smoked but had spouses who did.
2827192	Symantec yesterday bought SSL VPN appliance vendor SafeWeb for $26 million in cash.
2486728	More than 100 police officers were involved in the busts that were the culmination of a two-year operation investigating the cocaine importing and money laundering gang.
684938	But the plan was dropped because some of the terrorists were uncomfortable that schoolchildren would be their victims.
826609	"""""""A senior Whitehall official said: """"""""It devalued the currency, there is no question about that."""""""
1279867	"""""""""""""""The recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels and may signal more favorable economic times ahead."""""""""""""""
1091178	Early Wednesday, the benchmark 10-year US10YT=RR had lost 16/32 in price, driving its yield up to 3.33 percent from 3.26 percent late Tuesday.
1293239	The army said the raid, which comes just days after Israeli troops shot and killed Abdullah Kawasme, the Hamas leader in the city, targeted militants in Hamas.
2085113	Energy and Commerce Committee Chairman Billy Tauzin, R-La., said Friday that he will hold a hearing on the blackout as soon as lawmakers return in September.
1739449	Also, businesses throughout Utah are volunteering to display Amber alerts on their signs.
2559956	"""""""Says IBM: """"""""Electrons come down from the poly-silicon emitter, accelerate through the SiGe base, and make a turn in the SOI layer towards the collector contact electrode."""""""
349935	In March, SCO Group filed a lawsuit against IBM charging unfair competition and breach of contract.
911563	Senate Minority Leader Tom Daschle, D-S.D., is leading the opposition.
2123347	According to market research from The NPD Group, the number of people downloading music dropped from 14.5 million in April to 10.4 million in June.
2108887	Beleaguered telecommunications gear maker Lucent Technologies is being investigated by two federal agencies for possible violations of U.S. bribery laws in its operations in Saudi Arabia.
1967671	Extra guidance on countering suicide bombers is now being given to officers in London and will be extended over the next month to police around the country.
1044800	The Passion will feature actor James Caviezel as Christ and actress Monica Bellucci as Mary Magdalene.
1716178	U.S. officials say the six were, like other prisoners at the U.S. Naval base in Cuba, suspected of involvement with al-Qaida, Afghanistan's Taliban or some other group.
2009590	Perry has called lawmakers into two special sessions to address congressional redistricting.
573366	"""""""""""""""Saddam is gone, but we want the (U.S.) occupation to end,"""""""" said Hit resident Abu Qasim."""""""
1618261	A report on the finding appears in Friday's issue of the journal Science.
500945	The autopsy was ordered sealed at the request of both the prosecution and defense.
437728	The Dodgers won their sixth consecutive game their longest win streak since 2001 as they edged Colorado, 3-2, Wednesday in front of a crowd of 25,332 at Dodger Stadium.
1074997	"""""""""""""""I feel like the weight of the world has been lifted from my shoulders,"""""""" Ms McCorvey said at a news conference in Dallas on Tuesday."""""""
2641995	"""""""Mr Pollard said: """"""""This is a terrible personal tragedy and a shocking blow for James's family."""""""
544329	Meanwhile, the U.S. civilian administrator for Iraq, L. Paul Bremer, paid a two-hour visit to the northern cities of Erbil and Sulaimaniyah.
1702219	The lawsuit names Shelley, a Democrat, and registrars in Los Angeles, Orange and San Diego counties.
3319119	The technology-laced Nasdaq Composite Index was off 11.64 points, or 0.60 percent, at 1,912.65.
1260943	Additionally, the h2210’s cradle has room to charge a second battery.
936700	He was taken to a hospital for precautionary X-rays on his neck.
2788889	"""""""Still, Jessica Biel (of """"""""7th Heaven"""""""" fame) brings an athletic intensity to the role of Leatherface's last elusive victim."""""""
1596214	Police and officials said about 200 people were rescued by fishing boats or managed to struggle to shore.
2553134	In that case, the court held that Cincinnati had violated the First Amendment in banning only the advertising pamphlets in the interest of aesthetics.
1075397	The Senate version has no coverage for annual costs between $4,450 and $5,800.
3100597	"""""""""""""""PeopleSoft management entrenchment tactics continue to destroy the value of the company for its shareholders,"""""""" said Deborah Lilienthal, an Oracle spokeswoman."""""""
1054536	Stocks dipped lower Tuesday as investors opted to cash in profits from Monday's big rally despite a trio of reports suggesting modest improvement in the economy.
1458234	Michaela Cuomo, youngest daughter of Andrew Cuomo and Kerry Kennedy, is 8 months old.
2098594	Pataki said if power was restored, state workers would be back on the job Friday morning.
53672	"""""""""""""""That said, however, no actual explosives or other harmful substances will be used."""""""""""""""
2673112	The district also sent letters yesterday informing parents of the situation.
1091232	The two-year note US2YT=RR fell 5/32 in price, taking its yield to 1.23 percent from 1.16 percent late on Monday.
1107385	"""""""""""""""The Leading Economic Index finally points to a recovery, almost a year and a half after the end of the recession,"""""""" Conference Board economist Ken Goldstein said."""""""
3414486	Shares of McDonald's Corp. and Wendy's International Inc. continued a modest run-up on the New York Stock Exchange Monday.
1559172	In winter, it is transformed into a treacherous embankment, a mountain of ice and snow that blankets everything.
2214085	The intelligence service, headed by Mr. Fujimori's spy chief, Vladimiro Montesinos, was accused of tortures, drug trafficking and disappearances.
327365	Fed policy-makers signaled they were prepared to cut rates, now at a 41-year low, to ward off even the threat of deflation.
863191	"""""""""""""""It appears that many employers accused of workplace discrimination will be considered guilty until they can prove themselves innocent,"""""""" he said."""""""
3068989	The formula for its baby food is prepared by the German-owned Humana Milchunion.
2202632	Nearly one in 10 people have a gene mutation that can raise their risk of cancer by a quarter or more, U.S. researchers reported on Thursday.
3046212	The findings are published in the November 6 edition of the journal Nature.
1559085	The man wasn't on the ice, but trapped in the rapids, swaying in an eddy about 250 feet from the shore.
1805630	Texas Instruments climbed $1.37 to $19.25 yesterday and Novellus Systems Inc. advanced $1.76 to $36.31.
246694	Net profit was $275m, or 23 cents per American Depositary Receipt, for the period ending March 31.
1485635	Agrawal said her research does not suggests that PCOS causes lesbianism, only that PCOS is more prevalent in lesbian women.
1342925	"""""""""""""""The economy, nonetheless, has yet to exhibit sustainable growth."""""""
2692086	Yee is a Chinese-American who converted to Islam after graduating from the U.S. Military Academy at West Point.
283697	Meanwhile, students and others at Pacific Lutheran University near Tacoma, about 40 miles to the south, acted out a second, simultaneous attack on campus.
2521741	The suspect has been charged with juvenile delinquency, based on intentionally causing damage to computers.
69795	Cisco executives said they were encouraged by $1.3 billion in cash flow and the increase in net income, but hoped for a rebound.
2706235	Jail warden Gene Fischi said said Selenski and Bolton broke their 12-inch-by-18-inch cell window, threw a mattress to the ground and shimmied down the rope to a second-story roof.
267366	Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy.
1605338	Trans fats are created when hydrogen is added to vegetable oil, solidifying it and increasing the shelf life of certain food products.
3042078	MEN who drink tea, particularly green tea, can greatly reduce their risk of prostate cancer, a landmark WA study has found.
2179041	Full classes of 48 each are booked through the end of next month, he said, and the agency plans to double its classes in January.
1120715	"""""""Anything less is unacceptable,"""""""" said Gordon, the ranking Democrat on the House Space and Aeronautics subcommittee."""""""
516813	Chief Justice William Rehnquist and Justices Antonin Scalia and Sandra Day O'Connor agreed with Thomas.
633901	The tech-loaded Nasdaq composite rose 20.96 points to 1595.91, ending at its highest level for 12 months.
2152533	"""""""""""""""I still don't think it is a trade secret,"""""""" Bunner said yesterday."""""""
2560904	Optima first registered www.optimatech.com with Network Solutions at the end of 1990.
2011657	Bashir felt he was being tried by opinion not on the facts, Mahendradatta told Reuters.
556825	According to Saunders, the gunman said he was frustrated by the U.S. Postal Service's response to an accident involving a postal vehicle.
2798926	Spokesmen for the FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on El Shukrijumah's stay in Canada.
2493883	In the interview, Mr. Reed said board members could not defend themselves by saying they did not realize the size of Mr. Grasso's package.
2763716	Florida's Supreme Court has twice refused to hear the case.
1516698	It estimated on Thursday it has a 51 percent market share in Europe.
2249306	A conviction could bring a maximum penalty of 10 years in prison and a $250,000 fine.
572627	He was tracked to Atlanta where he was arrested on Tuesday night.
427417	Dr. Anthony Fauci, director of the National Institute of Allergy and Infectious Diseases, agreed.
660856	Pepper spray and four arrests marked a Monday evening march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit.
1884056	Since early May, the city has received 1,400 reports of dead blue jays and crows, Jayroe said.
2362684	A powerful typhoon hit southern areas of South Korea, killing at least 42 people and forcing thousands to flee, authorities said yesterday.
3233010	The mother also alleged in the lawsuit that she was sexually assaulted by one of the guards.
243948	Also demonstrating box-office strength - and getting seven Tony nominations - was a potent revival of Eugene O'Neill's family drama, Long Day's Journey Into Night.
758196	Under the legislation, a physician who performed the procedure could face up to two years in prison.
303962	"""""""The German envoy, Gunter Pleuger, told reporters today, """"""""The important issues are how the political process is being organized."""""""""""""""
2691686	The bank's shares fell 45 cents in trading yesterday to $91.51 per share.
1924385	Captain Robert Ramsey of US 1St Armored Division said a truck had exploded outside the building at around 11 am.
638873	"""""""Los Angeles- The deep-sea adventure """"""""Finding Nemo"""""""" hooked the top spot at the box office yesterday with an estimated $70.6-million opening weekend."""""""
1338202	Excluding litigation charges, RIM's loss narrowed even further to 1 cent a share.
782729	Larger publishers such as Viacom Inc.'s VIAb.N Simon & Schuster and Bertelsmann AG's BERT.UL Random House decided against pursuing the books group, the sources said.
1655566	"""""""""""""""We think this planet formed with its star, 12.713 billion years ago when the (Milky Way) galaxy was very young, just in the process of forming."""""""""""""""
1117439	The meat, poultry, butter, cheese and nuts were impounded a year ago at a LaGrou Cold Storage warehouse in Chicago.
1580610	"""""""I think we made the right case and did the right thing."""""""""""""""
75618	Born in 1953 in Baghdad, her father was Salih Magdi Ammash, a former Vice-President, Defence Minister and member of the Baath party leadership.
2367272	"""""""It was better under Saddam,"""""""" said 28-year-old Mushtaq Talib, a job-seeking army deserter, when asked what message he would like to convey to Powell."""""""
42183	Shares of Littleton, Colorado-based EchoStar rose $1.63, or 5.3 percent, to $32.26 at 10:55 a.m.
784495	"""""""He admits that the law """"""""has several weaknesses which terrorists could exploit, undermining our defenses."""""""""""""""
1500312	Among the Group of Seven nations, the leading indicator rose to 119.1 from 118.2 in April.
